,Year,Province,Average Pop,Average Pop (Male),Average Pop (Female),Average Pop (Urban),Average Pop (Rural),Population Density,Sex Ratio,Ageging Index,Fertility Rate,Crude Birth Rate,Life Expectency
1555,2016,Tien Giang,1740.1,853.5,886.6,243.6,1496.5,693.0,96.3,57.7,2,14.4,
1556,2017,Tien Giang,1751.8,859.3,892.5,245.3,1506.6,698.0,96.3,60.3,1.99,13.6,
1557,2018,Tien Giang,1759.1,863,896.1,246.3,1512.8,702.0,96.3,65.3,1.68,11.3,
1558,2019,Tien Giang,1766.3,866.9,899.4,247.3,1519,704.0,96.38,66.2,1.82,12.6,
1559,2020,Tien Giang,1772.54,868.87,903.67,248.51,1524.03,706.0,96.15,68.2,1.85,13.1,
1560,1995,Ben Tre,1281.8,618.2,663.6,97.2,1184.6,,,,,,
1561,1996,Ben Tre,1286.8,621.4,665.4,101.2,1185.6,,,,,,
1562,1997,Ben Tre,1291.4,624.2,667.2,106.4,1185,,,,,,
1563,1998,Ben Tre,1294.7,626.7,668,107.5,1187.2,,,,,,
1564,1999,Ben Tre,1299.1,628.7,670.4,115.7,1183.4,,,,,,
1565,2000,Ben Tre,1297.9,627.9,670,110.3,1187.6,,,,,,
1566,2001,Ben Tre,1294.9,626.4,668.5,112,1182.9,,,,,,
1567,2002,Ben Tre,1289,623.6,665.4,113.6,1175.4,,,,,,
1568,2003,Ben Tre,1282.8,621.9,660.9,115.2,1167.6,,,,,,
1569,2004,Ben Tre,1277.6,620.6,657.0,116.8,1160.8,,,,,,
1570,2005,Ben Tre,1273.2,617.5,655.7,118.6,1154.6,,94.2,,1.76,14.8,
1571,2006,Ben Tre,1269.3,616.6,652.7,120.4,1148.9,,,,,,
1572,2007,Ben Tre,1264.8,615.3,649.5,122.2,1142.6,,94.7,,1.7,13.1,
1573,2008,Ben Tre,1259.6,615.5,644.1,124,1135.6,,95.6,,1.71,12.9,
1574,2009,Ben Tre,1256.1,616.3,639.8,125.7,1130.4,,96.3,,1.81,13.5,
1575,2010,Ben Tre,1259.39,617.7,641.69,125.72,1133.67,,96.26,,1.79,14,
1576,2011,Ben Tre,1262.66,619.14,643.52,125.79,1136.87,532.66,96.21,,1.71,12.4,
1577,2012,Ben Tre,1266.73,620.97,645.76,125.94,1140.79,533.95,96.16,,2.2,15.3,
1578,2013,Ben Tre,1269.72,622.27,647.45,125.98,1143.73,534.27,96.11,,1.98,14,
1579,2014,Ben Tre,1272.51,623.47,649.04,126.01,1146.5,535.0,96.06,,1.89,13,
1580,2015,Ben Tre,1275.8,624.9,650.9,126.1,1149.7,536.0,96.0,,1.97,12.3,
1581,2016,Ben Tre,1278.6,626.1,652.5,126.1,1152.5,528.0,96.0,69.9,1.9,11.6,
1582,2017,Ben Tre,1282.4,627.8,654.6,126.2,1156.2,529.0,95.9,74.9,1.88,11.3,
1583,2018,Ben Tre,1286,629.4,656.6,126.3,1159.7,530.0,95.9,82.3,1.88,11,
1584,2019,Ben Tre,1289.1,630.8,658.4,126.4,1162.7,538.0,95.81,77.8,1.86,11.7,
1585,2020,Ben Tre,1292.4,633.1,659.29,126.66,1165.74,540.0,96.03,78.6,1.87,11.98,
1586,1995,Tra Vinh,934.9,459.7,475.2,92.8,842.1,,,,,,
1587,1996,Tra Vinh,942.6,465.4,477.2,99.8,842.8,,,,,,
1588,1997,Tra Vinh,950.8,471.3,479.5,109.3,841.5,,,,,,
1589,1998,Tra Vinh,959.2,477.4,481.8,117.5,841.7,,,,,,
1590,1999,Tra Vinh,969.1,483.3,485.8,125.8,843.3,,,,,,
1591,2000,Tra Vinh,972,484.6,487.4,126.6,845.4,,,,,,
1592,2001,Tra Vinh,975.3,486.3,489,129.4,845.9,,,,,,
1593,2002,Tra Vinh,979.2,488.2,491,132.3,846.9,,,,,,
1594,2003,Tra Vinh,982.5,489.9,492.6,135.2,847.3,,,,,,
1595,2004,Tra Vinh,986.3,491.0,495.3,138.2,848.1,,,,,,
1596,2005,Tra Vinh,990.2,491.9,498.3,141.2,849.0,,98.7,,2.03,18.3,
1597,2006,Tra Vinh,993.7,492.9,500.8,144.3,849.4,,,,,,
1598,2007,Tra Vinh,997.2,493.7,503.5,147.5,849.7,,98.1,,1.89,16.1,
1599,2008,Tra Vinh,1000.8,495,505.8,150.7,850.1,,97.9,,1.79,14.4,
1600,2009,Tra Vinh,1003.2,494.1,509.1,153.7,849.5,,97.1,,1.86,16.9,
1601,2010,Tra Vinh,1003.78,494.41,509.37,155.65,848.13,,97.06,,1.8,14.5,
1602,2011,Tra Vinh,1004.35,494.67,509.68,157.59,846.76,432.73,97.05,,1.8,14.1,
1603,2012,Tra Vinh,1005.12,495.02,510.1,159.59,845.53,434.99,97.04,,2.06,16.3,
1604,2013,Tra Vinh,1005.62,495.27,510.35,162.1,843.53,437.34,97.04,,1.89,14.3,
1605,2014,Tra Vinh,1006.24,495.57,510.66,164.95,841.29,440.0,97.05,,1.94,15,
1606,2015,Tra Vinh,1006.9,495.9,511,166.5,840.3,442.0,97.0,,2.04,14.5,
1607,2016,Tra Vinh,1007.6,496.2,511.4,168.4,839.2,441.0,97.0,56.1,2.36,16.7,
1608,2017,Tra Vinh,1008.1,496.4,511.7,169.8,838.3,443.0,97.0,60.8,2.25,15.6,
1609,2018,Tra Vinh,1008.8,496.7,512.1,172,836.8,445.0,97.0,64.0,1.94,12.9,
1610,2019,Tra Vinh,1009.3,496.9,512.4,174.1,835.2,428.0,96.98,58.4,1.96,13.4,
1611,2020,Tra Vinh,1009.94,496.89,513.05,175.83,834.11,428.0,96.85,61.8,2,13.85,
1612,1995,Vinh Long,990.4,479.9,510.5,133,857.4,,,,,,
1613,1996,Vinh Long,995.6,482.8,512.8,135.3,860.3,,,,,,
1614,1997,Vinh Long,1001,485.7,515.3,140.1,860.9,,,,,,
1615,1998,Vinh Long,1006.4,488.7,517.7,142.4,864,,,,,,
1616,1999,Vinh Long,1012.3,491.4,520.9,146.3,866,,,,,,
1617,2000,Vinh Long,1013.4,491.8,521.6,145.3,868.1,,,,,,
1618,2001,Vinh Long,1014.6,492.4,522.2,146.6,868,,,,,,
1619,2002,Vinh Long,1015.9,493,522.9,148.1,867.8,,,,,,
1620,2003,Vinh Long,1017.4,493.5,523.9,149.5,867.9,,,,,,
1621,2004,Vinh Long,1018.8,495.3,523.5,150.8,868.0,,,,,,
1622,2005,Vinh Long,1020.2,496.0,524.2,152.3,867.9,,94.6,,1.83,16.6,
1623,2006,Vinh Long,1021.6,496.6,525.0,153.7,867.9,,,,,,
1624,2007,Vinh Long,1022.8,497.2,525.6,155.2,867.6,,94.6,,1.76,15.0,
1625,2008,Vinh Long,1024,501.3,522.7,156.5,867.5,,95.9,,1.75,14.5,
1626,2009,Vinh Long,1025.1,504.6,520.5,156.9,868.2,,96.9,,1.63,13.7,
1627,2010,Vinh Long,1025.61,504.87,520.73,156.98,868.62,,96.95,,1.65,12.9,
1628,2011,Vinh Long,1024.85,504.55,520.3,157,867.85,687.53,96.97,,1.63,12.4,
1629,2012,Vinh Long,1022.6,503.49,519.12,157.03,865.57,687.42,96.99,,2.14,16.3,
1630,2013,Vinh Long,1023.84,504.14,519.7,168.3,855.55,682.67,97.01,,2.02,15,
1631,2014,Vinh Long,1023.75,504.14,519.61,168.54,855.21,685.0,97.02,,1.98,14.5,
1632,2015,Vinh Long,1023.2,503.9,519.3,168.8,854.4,687.0,97.0,,1.61,11.3,
1633,2016,Vinh Long,1022.8,503.8,519.1,169.1,853.8,687.0,97.1,64.0,2.03,13.7,
1634,2017,Vinh Long,1022.6,503.7,518.9,169.4,853.2,688.0,97.1,72.1,1.67,10.9,
1635,2018,Vinh Long,1022.7,503.8,518.9,169.7,853,689.0,97.1,72.1,1.83,11,
1636,2019,Vinh Long,1022.6,503.8,518.8,169.8,852.8,670.0,97.1,72.4,1.81,11.6,
1637,2020,Vinh Long,1022.97,503.94,519.03,232.07,790.9,670.0,97.09,79.1,1.82,11.73,
1638,1995,Dong Thap,1489.3,726.2,763.1,194.8,1294.5,,,,,,
1639,1996,Dong Thap,1510.4,738,772.4,201.6,1308.8,,,,,,
1640,1997,Dong Thap,1532.5,750,782.5,212.4,1320.1,,,,,,
1641,1998,Dong Thap,1556.5,763.4,793.1,219.7,1336.8,,,,,,
1642,1999,Dong Thap,1568.2,769.5,798.7,229.4,1338.8,,,,,,
1643,2000,Dong Thap,1580.6,775.2,805.4,231,1349.6,,,,,,
1644,2001,Dong Thap,1592.2,780.9,811.3,237,1355.2,,,,,,
1645,2002,Dong Thap,1603.5,786.5,817,243.1,1360.4,,,,,,
1646,2003,Dong Thap,1614.3,792.1,822.2,249.3,1365,,,,,,
1647,2004,Dong Thap,1626.6,793.8,832.8,255.8,1370.8,,,,,,
1648,2005,Dong Thap,1639.5,798.8,840.7,262.6,1376.9,,95.0,,1.98,18.0,
1649,2006,Dong Thap,1646.8,803.7,843.1,268.7,1378.1,,,,,,
1650,2007,Dong Thap,1654.5,807.5,847.0,274.9,1379.6,,95.3,,1.77,15.5,
1651,2008,Dong Thap,1662.5,829.5,833,281.4,1381.1,,99.6,,1.74,14.9,
1652,2009,Dong Thap,1666.6,830.7,835.9,296,1370.6,,99.4,,1.87,16,
1653,2010,Dong Thap,1660.41,827.78,832.63,295.82,1364.6,,99.42,,1.89,15.6,
1654,2011,Dong Thap,1653.23,824.41,828.82,295.16,1358.08,495.03,99.47,,1.83,14.3,
1655,2012,Dong Thap,1646.17,821.1,825.06,294.52,1351.65,496.0,99.52,,1.57,12.6,
1656,2013,Dong Thap,1639.21,817.85,821.37,293.89,1345.32,496.74,99.57,,1.89,14.9,
1657,2014,Dong Thap,1632.37,814.65,817.73,293.29,1339.09,498.0,99.62,,1.84,14.5,
1658,2015,Dong Thap,1625.6,811.5,814.1,292.7,1333,498.0,99.7,,1.61,12.3,
1659,2016,Dong Thap,1619,808.4,810.6,292.1,1326.9,499.0,99.7,54.2,1.59,11.6,
1660,2017,Dong Thap,1612.5,805.3,807.1,291.6,1320.9,500.0,99.8,56.8,1.34,9.5,
1661,2018,Dong Thap,1606.1,802.4,803.7,292.3,1313.8,500.0,99.8,62.0,1.43,9.8,
1662,2019,Dong Thap,1598.8,798.9,799.9,304.7,1294.1,472.0,99.87,59.0,1.78,11.9,
1663,2020,Dong Thap,1600.01,799.25,800.77,304.87,1295.15,473.0,99.81,57.0,1.87,12.95,
1664,1995,An Giang,1970.1,966.7,1003.4,368,1602.1,,,,,,
1665,1996,An Giang,1990.7,978.1,1012.6,370.9,1619.8,,,,,,
1666,1997,An Giang,2011.1,989.1,1022,395.1,1616,,,,,,
1667,1998,An Giang,2032.5,1001.1,1031.4,398,1634.5,,,,,,
1668,1999,An Giang,2055.4,1011.5,1043.9,405.3,1650.1,,,,,,
1669,2000,An Giang,2061.7,1014.1,1047.6,457.5,1604.2,,,,,,
1670,2001,An Giang,2073.8,1020.1,1053.7,472.9,1600.9,,,,,,
1671,2002,An Giang,2085.6,1025.9,1059.7,488.8,1596.8,,,,,,
1672,2003,An Giang,2096.3,1031.6,1064.7,504.9,1591.4,,,,,,
1673,2004,An Giang,2107.4,1035.9,1071.5,521.7,1585.7,,,,,,
1674,2005,An Giang,2118.1,1039.4,1078.7,538.9,1579.2,,96.4,,2,18.4,
1675,2006,An Giang,2125.8,1045.0,1080.8,555.8,1570.0,,,,,,
1676,2007,An Giang,2134.3,1049.2,1085.1,573.5,1560.8,,96.7,,1.86,16.9,
1677,2008,An Giang,2142.6,1059.6,1083,591.7,1550.9,,97.8,,1.86,16.9,
1678,2009,An Giang,2147.6,1066.9,1080.7,609.7,1537.9,,98.7,,1.97,17.6,
1679,2010,An Giang,2122.44,1054.36,1068.08,609.16,1513.28,,98.71,,1.97,17.3,
1680,2011,An Giang,2097.54,1041.93,1055.61,608.65,1488.9,607.63,98.7,,1.92,16.4,
1681,2012,An Giang,2077.94,1032.14,1045.8,609.6,1468.34,608.25,98.69,,2.17,17.5,
1682,2013,An Giang,2051.62,1019.02,1032.6,608.51,1443.11,608.84,98.68,,2.07,16.3,
1683,2014,An Giang,2024.59,1005.54,1019.05,607.11,1417.48,610.0,98.67,,2.1,16.7,
1684,2015,An Giang,2000.9,993.7,1007.1,606.6,1394.2,610.0,98.7,,1.73,12.5,
1685,2016,An Giang,1976.4,981.5,994.9,605.8,1370.6,611.0,98.7,49.6,1.84,12.5,
1686,2017,An Giang,1954.2,970.4,983.8,605.6,1348.6,611.0,98.6,55.0,1.77,11.6,
1687,2018,An Giang,1931,958.9,972.2,605,1326,612.0,98.6,57.2,1.78,11.4,
1688,2019,An Giang,1907.4,947.1,960.3,602.6,1304.8,539.0,98.62,52.0,1.85,11.9,
1689,2020,An Giang,1904.53,945.6,958.93,601.64,1302.89,539.0,98.61,56.2,1.9,12.51,
1690,1995,Kien  Giang,1392,685.8,706.2,284.8,1107.2,,,,,,
1691,1996,Kien  Giang,1422.3,702.3,720,289.2,1133.1,,,,,,
1692,1997,Kien  Giang,1452.9,718.7,734.2,310.5,1142.4,,,,,,
1693,1998,Kien  Giang,1480.3,731.7,748.6,326.1,1154.2,,,,,,
1694,1999,Kien  Giang,1504.2,740.3,763.9,330,1174.2,,,,,,
1695,2000,Kien  Giang,1522.7,750.6,772.1,341.7,1181,,,,,,
1696,2001,Kien  Giang,1540.9,759.6,781.3,352.8,1188.1,,,,,,
1697,2002,Kien  Giang,1559.6,768.8,790.8,364.4,1195.2,,,,,,
1698,2003,Kien  Giang,1578.9,777,801.9,376.3,1202.6,,,,,,
1699,2004,Kien  Giang,1599.1,788.5,810.6,388.9,1210.2,,,,,,
1700,2005,Kien  Giang,1619.8,800.2,819.6,401.9,1217.9,,97.6,,2.22,20.5,
1701,2006,Kien  Giang,1637.8,807.6,830.2,414.6,1223.2,,,,,,
1702,2007,Kien  Giang,1654.9,816.0,838.9,427.5,1227.4,,97.3,,2.1,18.9,
1703,2008,Kien  Giang,1672.3,834.1,838.2,440.7,1231.6,,99.5,,2.09,18.5,
1704,2009,Kien  Giang,1688.5,852.2,836.3,454,1234.5,,101.9,,1.84,16.7,
1705,2010,Kien  Giang,1690.74,853.71,837.03,457.04,1233.7,,101.99,,1.8,15.9,
1706,2011,Kien  Giang,1694.45,855.95,838.5,460.48,1233.97,269.5,102.08,,1.86,16.2,
1707,2012,Kien  Giang,1698.15,858.19,839.96,463.95,1234.2,271.53,102.17,,2.16,18,
1708,2013,Kien  Giang,1701.11,860.06,841.05,467.23,1233.88,273.18,102.26,,1.98,16.3,
1709,2014,Kien  Giang,1703.4,861.59,841.81,470.35,1233.05,275.0,102.35,,1.96,16.2,
1710,2015,Kien  Giang,1705.4,863,842.4,473.4,1232,277.0,102.4,,2.05,14.8,
1711,2016,Kien  Giang,1708.7,865,843.7,476.9,1231.8,280.0,102.5,44.3,1.94,14,
1712,2017,Kien  Giang,1712.9,867.5,845.4,480.6,1232.3,282.0,102.6,46.4,1.87,12.6,
1713,2018,Kien  Giang,1718.1,870.5,847.6,484.6,1233.5,285.0,102.7,50.1,1.96,13.1,
1714,2019,Kien  Giang,1723.7,873.7,850,488.8,1234.9,272.0,102.8,45.9,1.85,13.9,
1715,2020,Kien  Giang,1728.87,876.54,852.33,491.75,1237.11,272.0,102.84,49.7,1.98,14.22,
1716,1995,Can Tho,1739.7,851.1,888.6,344,1395.7,,,,,,
1717,1996,Can Tho,1758.8,861.6,897.2,349.9,1408.9,,,,,,
1718,1997,Can Tho,1778,871.9,906.1,362.5,1415.5,,,,,,
1719,1998,Can Tho,1796.4,882.2,914.2,378,1418.4,,,,,,
1720,1999,Can Tho,1816.8,892.2,924.6,387.3,1429.5,,,,,,
1721,2000,Can Tho,1830.7,898.6,932.1,399.8,1430.9,,,,,,
1722,2001,Can Tho,1845.7,906,939.7,449.8,1395.9,,,,,,
1723,2002,Can Tho,1859.9,913,946.9,456.4,1403.5,,,,,,
1724,2003,Can Tho,1873.5,919.7,953.8,667.7,1205.8,,,,,,
1725,2004,Can Tho,1138.1,559.7,578.4,567.3,570.8,,,,,,
1726,2005,Can Tho,1149.0,565.3,583.7,573.8,575.2,,96.8,,1.7,16.1,
1727,2006,Can Tho,1160.5,570.7,589.8,584.9,575.6,,,,,,
1728,2007,Can Tho,1172.0,577.6,594.4,590.6,581.4,,97.2,,1.64,15.0,
1729,2008,Can Tho,1180.9,583.6,597.3,615.5,565.4,,97.7,,1.75,15.4,
1730,2009,Can Tho,1188.6,589.7,598.9,783.2,405.4,,98.5,,1.72,15.9,
1731,2010,Can Tho,1192.3,591.5,600.8,790.17,402.13,,98.45,,1.62,14.6,
1732,2011,Can Tho,1195.93,593.28,602.66,797.12,398.82,857.35,98.44,,1.62,14.1,
1733,2012,Can Tho,1200.93,595.73,605.2,805.03,395.9,864.66,98.44,,1.58,13.9,
1734,2013,Can Tho,1203.23,596.85,606.38,811.19,392.04,871.89,98.43,,1.81,15.7,
1735,2014,Can Tho,1205.72,598.06,607.66,817.53,388.19,879.0,98.42,,1.89,16.2,
1736,2015,Can Tho,1208.5,599.4,609.1,824.1,384.4,886.0,98.4,,1.88,14.3,
1737,2016,Can Tho,1214.6,602.4,612.2,833,381.6,874.0,98.4,55.3,2.01,15.6,
1738,2017,Can Tho,1222.4,606.3,616.1,842.7,379.8,885.0,98.4,60.9,1.64,12.3,
1739,2018,Can Tho,1227.7,608.9,618.8,850.6,377.1,891.0,98.4,65.2,1.66,11.9,
1740,2019,Can Tho,1236,612.9,623,861.3,374.7,859.0,98.39,59.7,1.66,13.5,
1741,2020,Can Tho,1240.73,616.14,624.59,868.84,371.89,862.0,98.65,65.6,1.74,13.29,
1742,1995,Hau Giang,..,..,..,..,..,,,,,,
1743,1996,Hau Giang,..,..,..,..,..,,,,,,
1744,1997,Hau Giang,..,..,..,..,..,,,,,,
1745,1998,Hau Giang,..,..,..,..,..,,,,,,
1746,1999,Hau Giang,..,..,..,..,..,,,,,,
1747,2000,Hau Giang,..,..,..,..,..,,,,,,
1748,2001,Hau Giang,..,..,..,..,..,,,,,,
1749,2002,Hau Giang,..,..,..,..,..,,,,,,
1750,2003,Hau Giang,..,..,..,..,..,,,,,,
1751,2004,Hau Giang,749.8,368.9,380.9,114.3,635.5,,,,,,
1752,2005,Hau Giang,751.5,368.9,382.6,117.2,634.3,,96.4,,1.95,18.0,
1753,2006,Hau Giang,752.8,371.2,381.6,124.7,628.1,,,,,,
1754,2007,Hau Giang,754.7,373.6,381.1,127.2,627.5,,98.0,,1.94,16.9,
1755,2008,Hau Giang,756.3,377.5,378.8,138.4,617.9,,99.7,,1.89,15.9,
1756,2009,Hau Giang,758,381.4,376.6,149.7,608.3,,101.3,,1.96,17,
1757,2010,Hau Giang,755.34,379.77,375.57,153.04,602.3,,101.12,,1.75,14.7,
1758,2011,Hau Giang,752.73,378.19,374.54,156.5,596.23,475.32,100.97,,1.77,14.9,
1759,2012,Hau Giang,750.73,376.91,373.82,160.16,590.57,476.63,100.83,,1.78,14.9,
1760,2013,Hau Giang,747.88,375.21,372.68,163.72,584.17,478.16,100.68,,1.78,14.4,
1761,2014,Hau Giang,744.95,373.46,371.49,167.33,577.62,480.0,100.53,,1.61,13.1,
1762,2015,Hau Giang,742.4,371.9,370.5,171.1,571.3,481.0,100.4,,1.64,12.1,
1763,2016,Hau Giang,740.1,370.5,369.6,175,565,476.0,100.2,59.1,1.48,11,
1764,2017,Hau Giang,737.3,368.8,368.5,178.9,558.3,478.0,100.1,63.6,1.53,10.8,
1765,2018,Hau Giang,734.9,367.4,367.5,183,551.9,479.0,100.0,65.0,1.64,11,
1766,2019,Hau Giang,732.2,365.7,366.4,197.7,534.4,451.0,99.81,59.4,1.83,12.4,
1767,2020,Hau Giang,729.78,367.4,362.38,204.05,525.73,450.0,101.38,59.7,1.84,13.03,
1768,1995,Soc Trang,1150.1,558.6,591.5,194.7,955.4,,,,,,
1769,1996,Soc Trang,1155.9,562.2,593.7,197.4,958.5,,,,,,
1770,1997,Soc Trang,1162.3,565.8,596.5,203.8,958.5,,,,,,
1771,1998,Soc Trang,1168.8,569.7,599.1,206.5,962.3,,,,,,
1772,1999,Soc Trang,1177.9,574.1,603.8,211.8,966.1,,,,,,
1773,2000,Soc Trang,1193.4,581.4,612,214.7,978.7,,,,,,
1774,2001,Soc Trang,1210.3,589.7,620.6,219.7,990.6,,,,,,
1775,2002,Soc Trang,1224.6,596.6,628,224.2,1000.4,,,,,,
1776,2003,Soc Trang,1237.4,603.1,634.3,228.6,1008.8,,,,,,
1777,2004,Soc Trang,1249.8,609.1,640.7,233.0,1016.8,,,,,,
1778,2005,Soc Trang,1258.6,613.4,645.2,236.7,1021.9,,95.1,,2.02,19.0,
1779,2006,Soc Trang,1265.6,616.9,648.7,240.2,1025.4,,,,,,
1780,2007,Soc Trang,1276.3,622.1,654.2,244.4,1031.9,,95.1,,1.9,17.2,
1781,2008,Soc Trang,1285.1,631.3,653.8,248.3,1036.8,,96.6,,2.06,17.6,
1782,2009,Soc Trang,1293.2,642.7,650.5,250.6,1042.6,,98.8,,1.79,15.8,
1783,2010,Soc Trang,1283.51,638.12,645.39,288.79,994.72,,98.87,,1.81,15.7,
1784,2011,Soc Trang,1273.93,633.54,640.39,351.6,922.32,392.08,98.93,,1.83,15.4,
1785,2012,Soc Trang,1266.42,629.98,636.43,360.93,905.49,393.01,98.99,,1.85,15.4,
1786,2013,Soc Trang,1254.98,624.47,630.51,358.92,896.05,393.98,99.04,,2.08,16.2,
1787,2014,Soc Trang,1245.61,619.99,625.62,372.44,873.17,395.0,99.1,,1.65,13,
1788,2015,Soc Trang,1236.3,615.6,620.8,375.8,860.5,396.0,99.2,,1.72,12.9,
1789,2016,Soc Trang,1227.6,611.4,616.2,379.3,848.3,396.0,99.2,53.2,1.83,13.3,
1790,2017,Soc Trang,1218.3,606.9,611.4,382.5,835.8,397.0,99.3,56.2,1.69,11.1,
1791,2018,Soc Trang,1208.8,602.4,606.5,385.5,823.3,397.0,99.3,62.8,1.75,11.4,
1792,2019,Soc Trang,1199.5,597.9,601.6,388.5,811,362.0,99.38,57.0,1.79,11.8,
1793,2020,Soc Trang,1195.74,595.9,599.84,386.61,809.13,361.0,99.34,62.1,1.8,11.8,
1794,1995,Bac Lieu,709.5,343.4,366.1,171.3,538.2,,,,,,
1795,1996,Bac Lieu,716.3,346.8,369.5,172.6,543.7,,,,,,
1796,1997,Bac Lieu,724.2,350.7,373.5,177.2,547,,,,,,
1797,1998,Bac Lieu,732.1,355.6,376.5,178.4,553.7,,,,,,
1798,1999,Bac Lieu,738.2,361.6,376.6,181.1,557.1,,,,,,
1799,2000,Bac Lieu,749.7,367.1,382.6,184.7,565,,,,,,
1800,2001,Bac Lieu,764.2,374.2,390,189.6,574.6,,,,,,
1801,2002,Bac Lieu,777.4,380.7,396.7,194.3,583.1,,,,,,
1802,2003,Bac Lieu,789.1,386.5,402.6,198.7,590.4,,,,,,
1803,2004,Bac Lieu,801.3,389.6,411.7,203.3,598.0,,,,,,
1804,2005,Bac Lieu,812.8,398.2,414.6,207.8,605.0,,96.0,,2.11,19.8,
1805,2006,Bac Lieu,823.8,400.6,423.2,212.2,611.6,,,,,,
1806,2007,Bac Lieu,835.8,406.4,429.4,216.8,619.0,,94.6,,2.1,18.9,
1807,2008,Bac Lieu,847.5,413,434.5,221.5,626,,95.1,,2,18.3,
1808,2009,Bac Lieu,856.8,427.3,429.5,225.6,631.2,,99.5,,1.75,16.6,
1809,2010,Bac Lieu,861.84,429.91,431.93,228.17,633.67,,99.53,,1.59,15.1,
1810,2011,Bac Lieu,866.87,432.58,434.3,230.73,636.14,350.35,99.6,,1.69,15.7,
1811,2012,Bac Lieu,872.14,435.36,436.78,233.37,638.77,352.13,99.68,,1.97,17.4,
1812,2013,Bac Lieu,877.04,437.97,439.07,235.94,641.1,353.87,99.75,,1.82,16,
1813,2014,Bac Lieu,882.16,440.69,441.47,238.59,643.57,356.0,99.82,,1.82,15.1,
1814,2015,Bac Lieu,887.3,443.4,443.9,241.3,646,357.0,99.9,,1.67,12.9,
1815,2016,Bac Lieu,892.8,446.3,446.4,244.1,648.7,332.0,100.0,55.5,1.63,12.8,
1816,2017,Bac Lieu,897.7,449,448.8,246.7,651,335.0,100.0,65.8,1.77,12.4,
1817,2018,Bac Lieu,903,451.7,451.2,249.5,653.5,336.0,100.1,68.7,1.54,10.9,
1818,2019,Bac Lieu,908.2,454.6,453.7,252.3,656,340.0,100.19,55.6,1.61,12.8,
1819,2020,Bac Lieu,913.48,457.07,456.41,254.74,658.74,342.0,100.15,62.5,1.66,12.36,
1820,1995,Ca Mau,1041.8,512.9,528.9,175.9,865.9,,,,,,
1821,1996,Ca Mau,1061.6,523.3,538.3,182.7,878.9,,,,,,
1822,1997,Ca Mau,1081.1,533.5,547.6,193.3,887.8,,,,,,
1823,1998,Ca Mau,1101.8,544.5,557.3,200.6,901.2,,,,,,
1824,1999,Ca Mau,1123.5,554.5,569,210.5,913,,,,,,
1825,2000,Ca Mau,1133.9,559.4,574.5,212.8,921.1,,,,,,
1826,2001,Ca Mau,1145.2,565,580.2,217.1,928.1,,,,,,
1827,2002,Ca Mau,1155.3,569.9,585.4,221.1,934.2,,,,,,
1828,2003,Ca Mau,1164.5,574.7,589.8,225.1,939.4,,,,,,
1829,2004,Ca Mau,1174.4,579.2,595.2,229.3,945.1,,,,,,
1830,2005,Ca Mau,1182.9,583.5,599.4,233.2,949.7,,97.3,,..,20.8,
1831,2006,Ca Mau,1188.7,586.3,602.4,236.7,952.0,,,,,,
1832,2007,Ca Mau,1195.2,589.5,605.7,240.3,954.9,,97.3,,..,19.2,
1833,2008,Ca Mau,1201.7,600.3,601.4,244,957.7,,99.8,,..,18.1,
1834,2009,Ca Mau,1207.1,606.7,600.4,257.4,949.7,,101.0,,..,16.4,
1835,2010,Ca Mau,1205.84,606.52,599.32,258.8,947.04,,101.2,,..,14.8,
1836,2011,Ca Mau,1204.5,606.32,598.18,260.2,944.3,228.52,101.36,,..,15,
1837,2012,Ca Mau,1203.46,606.27,597.19,261.66,941.8,228.92,101.52,,..,14.8,
1838,2013,Ca Mau,1202.07,606.04,596.04,263.06,939.01,229.32,101.68,,..,14.6,
1839,2014,Ca Mau,1200.74,605.83,594.9,264.48,936.25,230.0,101.84,,..,13.8,
1840,2015,Ca Mau,1199.5,605.7,593.8,266,933.6,230.0,102.0,,..,13.7,
1841,2016,Ca Mau,1198.1,605.5,592.6,267.3,930.8,234.0,102.2,46.6,..,13.9,
1842,2017,Ca Mau,1197,605.3,591.6,268.8,928.2,235.0,102.3,52.0,..,11.9,
1843,2018,Ca Mau,1195.6,605.1,590.4,270.3,925.3,236.0,102.5,61.8,..,12.3,
1844,2019,Ca Mau,1194.3,604.9,589.4,271.7,922.6,229.0,102.63,51.0,..,12.9,
1845,2020,Ca Mau,1193.89,604.74,589.16,271.11,922.78,229.0,102.64,55.6,1.66,13.16,
1846,2005,Male,,,,,,,,,,,..
1847,2009,Male,,,,,,,,,,,..
1848,2010,Male,,,,,,,,,,,70.3
1849,2011,Male,,,,,,,,,,,..
1850,2012,Male,,,,,,,,,,,..
1851,2013,Male,,,,,,,,,,,70.5
1852,2014,Male,,,,,,,,,,,70.6
1853,2015,Male,,,,,,,,,,,70.7
1854,2016,Male,,,,,,,,,,,70.8
1855,2017,Male,,,,,,,,,,,70.9
1856,2018,Male,,,,,,,,,,,70.9
1857,2019,Male,,,,,,,,,,,71.0
1858,2020,Male,,,,,,,,,,,71.0
1859,2005,Female,,,,,,,,,,,..
1860,2009,Female,,,,,,,,,,,..
1861,2010,Female,,,,,,,,,,,75.7
1862,2011,Female,,,,,,,,,,,..
1863,2012,Female,,,,,,,,,,,..
1864,2013,Female,,,,,,,,,,,75.9
